,Name,URL,Description,Ingredients,Instructions,Keywords,Question
33,Million Dollar Cocktail,https://www.theeducatedbarfly.com/million-dollar-cocktail/,Recommended Bar Tools:,"- 1 oz Gin
- 1/2 oz Sweet Vermouth
- 2 bar spoons Pineapple Juice
- 1 bar spoon Grenadine
- 1 Egg White
","1. Add egg to a tin and shake dry to emulsify. 
2. Add the rest of the ingredients with a big rock of Ice and a little cheater cube and shake til cheater cube is gone. 
3. Strain into a coupe or Nick And Nora. 
4. Garnish with a small wedge of pineapple.
5. Enjoy!
","egg white, Gin, grenadine, Million Dollar Cocktail, pineapple juice, sweet vermouth","Could you recommend a cocktail that incorporates the flavors of gin, sweet vermouth, pineapple juice, and grenadine, similar to the Million Dollar Cocktail?"
34,Yukiguni Cocktail,https://www.theeducatedbarfly.com/yukiguni-cocktail/,Recommended Bar Tools:,"- 1 1/3 oz Vodka
- 2/3 oz Cointreau
- 2/3 oz Lime Juice
- 1 Cherry Green cocktail cherry
- Sugar For The Rim
","1. Rim your glass with sugar.
2. Place green cherry at the bottom of a chilled cocktail glass. 
3. Combine the rest of the ingredients into a tin.
4. Shake 8-20 seconds. 
5. Double strain into glass over cherry.
6. Enjoy!
","cherry, cointreau, lime juice, sugar, Vodka, Yukiguni Cocktail","Could you recommend a cocktail that incorporates vodka, Cointreau, lime juice, and a green cocktail cherry, and is served in a sugar-rimmed glass?"
35,Japanese Highball,https://www.theeducatedbarfly.com/japanese-highball/,"The Japanese Highball is probably the purest example of a drink that encompasses an actual drink philosophy when done with Japanese technique. It is so popular in Japan that Suntory whiskey created Toki, a blend specifically for mixing the perfect highball.","- 2 oz Japanese Whiskey Toki
- Soda Water
","1. Add some nicely cut clear ice cubes to a highball glass.
2. Stir the glass is completely chilled. 
3. When the glass frost, strain the excess water out.
4. Add whiskey and stir.
5. Top with soda water and stir again.
6. Enjoy!
","japanese highball, japanese whiskey, soda water, Top Soda Water","Could you recommend a cocktail that highlights the spirit and history of Japanese whiskey, similar to the popular Japanese Highball?"
36,Cameron’s Kick,https://www.theeducatedbarfly.com/camerons-kick/,,"- 1 oz Scotch
- 1 oz Whiskey Pot Still Irish
- 3/4 oz Lemon Juice
- 3/4 oz Orgeat
- Lemon Twist and discard
","1. Add all ingredients to a shaker tin and shake dry (no ice) for 30 seconds
2. Then shake with a big rock of ice 8-10 seconds.
3. Strain into a coupe and express oils from the lemon peel over the cocktail. 
4. Discard the peel.
5. Enjoy!
","Cameron’s Kick, lemon juice, lemon twist, orgeat, Pot Still Irish Whiskey, scotch, Whiskey","Can you recommend a cocktail that features the flavors of lemon juice, orgeat, and a combination of scotch and Pot Still Irish whiskey?"
37,Hemingway Daiquiri,https://www.theeducatedbarfly.com/hemingway-daiquiri/,Also known as the La Floridita #3. The most famous daiquiri by far is the Hemingway Daiquiri. Legend has it that Hemingway was at the bar,"- 1 1/2 oz Rum
- 1 oz Grapefruit
- 1/2 oz Lime Juice
- 3/4 oz Maraschino Liqueur
- Lime
","1. Add all ingredients to a tin and shake 8-10 seconds. 
2. Strain into a chilled coupe or footed rocks glass.
3. Garnish with lime.
4. Enjoy!
","daiquiri, grapefruit, Hemingway Daiquiri, La Floridita #3, lime, lime juice, maraschino liqueur, rum","Could you please recreate a classic cocktail that pays homage to the renowned writer Hemingway, incorporating rum and the refreshing flavors of grapefruit and lime?"
38,Royal Bermuda Yacht Club,https://www.theeducatedbarfly.com/royal-bermuda-yacht-club/,"Trader Vic’s entry to the daiquiri category, playing up the tropical notes with a little falernum. This one also reads a bit like a Daisy with its lack of simple syrup.","- 2  oz Rum El Dorado 5yr
- 1/2 oz Falernum
- 1/4 oz Orange Curacao
- 3/4 oz Lime Juice
- Lime Wheel
","1. Add all ingredients to a tin and shake 8-10 seconds. 
2. Strain into a chilled coupe or footed rocks glass.
3. Garnish with lime wheel.
4. Enjoy!
","daiquiri, daisy, El Dorado 5yr, falernum, lime juice, lime wheel, orange curacao, Royal Bermuda Yacht Club, rum, simple syrup, Trader Vic","Can you make a cocktail that incorporates tropical notes, lime juice, and rum, similar to the Royal Bermuda Yacht Club?"
39,Hurricane (Variation),https://www.theeducatedbarfly.com/hurricane-variation/,Recommended Bar Tools:,"- 1 1/2 oz Puerto Rican Rum
- 1/2 oz Dark Jamaican Rum
- 3/4 oz Fassionola Syrup
- 3/4 oz Lime Juice
- Cocktail Umbrella
","1. Whip Shake With Pebble Ice.
2. Dump into a Hurricane Glass.
3. Garnish with the Cocktail Umbrella.
4. Enjoy!
","Barfly Fassionola, Dark Jamaican Rum, Fassionola, Original Hurricane, puerto rican rum","Excuse me, bartender. Can you please make me a Hurricane (Variation) cocktail?"
40,Milano Torino,https://www.theeducatedbarfly.com/milano-torino/,"The Milano-Torino was created in the 1860s and is named after its components Campari is famously from Milan, Milano in Italian and Vermouth is from Turin or of course In Italian Torino. This is the drink from which the Negroni would eventually spring forth but not before one stop along the way.","- 1 oz Campari
- 1 oz Vermouth di Torino
- 1/2 Orange Wheel
","1. Build in a glass with a big rock of ice.
2. Garnish with half an orange wheel.
3. Enjoy!
","Campari, Milano Torino, Orange Wheel, vermouth, Vermouth di Torino","Could you recommend a cocktail that pays homage to the historical origins of Campari and Vermouth di Torino, similar to the Milano Torino, which was created in the 1860s?"
41,Americano,https://www.theeducatedbarfly.com/americano/,This drink popped up in the 1860s at the same time as the Milano-Torino at Gaspar Campari’s bar in Milan and roughly translates to “American Style” in Italian. It is a reference to the apparent American proclivity for weak sauce drinks lengthened with Soda Water.,"- 1 oz Campari
- 1 oz Vermouth di Torino
","1. Build in a highball glass.
2. Add ice.
3. Top with Soda Water.
4. Enjoy!
","Americano, Campari, Vermouth di Torino","Excuse me, bartender. Could I please have an Americano?"
42,Hugo Spritz,https://www.theeducatedbarfly.com/hugo-spritz/,Recommended Bar Tools:,"- 1/2 oz St. Germain or other elderflower liqueur
- 4 oz Prosecco
- 1 oz Soda Water
- 1 Mint Sprig
","1. Add St Germain and mint to a wine glass.
2. Lightly muddle.
3. Then add ice Prosecco and soda water.
4. Enjoy!
","elderflower Liqueur, Hugo Spritz, mint sprig, prosecco, soda water, st. germain","Could you recommend a cocktail that incorporates elderflower liqueur, mint, and prosecco for a refreshing and floral flavor profile?"
43,Angelino 1860 Spritz,https://www.theeducatedbarfly.com/angelino-1860-spritz/,Recommended Bar Tools:,"- 1 1/2 oz Select Aperitivo
- 1/2 oz Braulio Amaro
- 4 oz Prosecco
- 1 oz Soda Water
- 1/2 Orange Wheel
","1. Build in a wine goblet.
2. Add ice and garnish.
3. Enjoy!
","Angelino 1860 Spritz, Braulio Amaro, Orange Wheel, prosecco, Select Aperitivo, soda water","Could you recommend a cocktail that combines the bitter notes of Braulio Amaro and Select Aperitivo with the refreshing fizz of prosecco and soda water, and is garnished with an orange wheel?"
44,Bicicletta,https://www.theeducatedbarfly.com/bicicletta/,I haven’t found much history on this drink other than that it’s named after the Italian men who bike home after one too many drinks at the cafe.,"- 3 oz Dry white wine Pinot Grigio or Sauv Blanc
- 2 oz Campari Bitter Aperitivo
- Orange Wheels
","1. Build in rocks glass.
2. Add ice and soda water.
3. Enjoy!
","Bicicleta, Bitter Aperitivo, Campari, Dry white wine, Pinot Grigio, Sauv Blanc","Could you please recommend a cocktail that incorporates dry white wine, Campari Bitter Aperitivo, and citrus flavors, and is built in a rocks glass with ice and soda water?"
45,Rattlesnake,https://www.theeducatedbarfly.com/rattlesnake/,First published by Harry Craddock in the Savoy Cocktail Book 1930.,"- 2 oz Rye Sagamore Spirit Cask Strength
- 3/4 oz Lemon Juice
- 3/4 oz Simple Syrup
- Absinthe Rinse
- Egg White
- Lemon Twist
","1. Add all ingredients to a tin.
2. Then dry shake with egg white for 8-10 seconds to emulsify the egg. 
3. Then add a big rock of ice and shake with ice 8-10 seconds.
4. Double strain into a cocktail glass or coupe sprayed with Absinthe Rinse.
5. Garnish with lemon twist.
6. Enjoy!
","Absinthe Rinse, Bourbon, egg, egg white, Harry Craddock, lemon, lemon juice, Rattlesnake, rye, Sagamore Spirit Cask Strength, simple syrup, Whiskey","Excuse me, bartender. Can I please have a Rattlesnake cocktail?"
46,Mojito,https://www.theeducatedbarfly.com/mojito/,,"- 1 1/2 oz White Rum
- 3/4 oz Lime Juice
- 3/4 oz Simple Syrup
- 1 oz Club Soda
- Mint Leaves
- Mint Sprig
","1. Add ingredients to a shaking tin.
2. Muddle lightly making sure not to extract the green notes of the mint.
3. Shake and strain into a highball glass.
4. Add cracked ice and top with soda water.
5. Garnish with Mint Sprig
","Club Soda, common mojito, lime juice, mint leaves, mint sprig, simple syrup, white rum","What kind of cocktail do you have that highlights the refreshing combination of lime juice, mint leaves, and club soda?"
47,Traditional Mojito,https://www.theeducatedbarfly.com/traditional-mojito/,"The origins of the Mojito are a bit muddy. Some say the drink originated from an earlier drink discovered by explorer and privateer Sir Francis Drake while exploring Cuba, some say that Havana Bartender Constantino Rabailagua created it in Havana at the La Floridita bar and some others say that it was Cuban bartenders riffing off the Mint Julep that gave life to this cocktail. Wherever and whenever it comes from we know that it’s a Cuban drink made with good rum, mint, and lime and that it is an essential highball drink that everyone should learn. ","- 2 oz White Rum
- 1 oz Lime Juice
- 1/2 oz Rich Simple Syrup
- 5-6 pcs Mint Leaves
- Mint Sprig
","1. Add mint leaves to the bottom of a highball glass.
2. Add lime juice and simple syrup.
3. Once ingredients are in the glass, lightly stir those ingredients making sure to mix the lime mint and rum together.
4. Add ice and turn the mint through the drink dropping the temperature quickly.
","lime juice, mint leaves, mint sprig, mojito, more traditional mojito, rich simple syrup, white rum","Could you please make me a cocktail that incorporates lime juice, mint leaves, and white rum, and uses the technique of lightly stirring the ingredients together before adding ice and turning the mint through the drink to quickly drop the temperature?"
48,Traditional Martini,https://www.theeducatedbarfly.com/traditional-martini/,"Historically known as a Marguerite, this is the martini you will get in many bars as their “Classic” Martini. This is also my favorite Martini hands down.","- 2 oz Gin Preferably Plymouth
- 1 oz Dry Vermouth
- 2 dashes Orange bitters double with Japanese Bitters Bottle
- Orange Twist or Lemon Twist
","1. Add all ingredients in a mixing glass.
2. Add big ice first and add smaller ice.
3. Stir for approximately 30 seconds.
4. Strain into a chilled cocktail glass, Nick and Nora or Coupe.
5. Garnish with lemon twist.
6. Enjoy!
","Classic Martini, dry vermouth, Gin, lemon twist, orange bitters, orange twist, Plymouth, Traditional Martini","Excuse me, bartender. Could you please make me a Traditional Martini?"
49,Traditional Dry Martini,https://www.theeducatedbarfly.com/traditional-dry-martini/,A dry martini is just a Martini with more gin than dry vermouth which I know is counterintuitive but gin is also dry so it kinda makes sense.,"- 2 1/2 oz Gin
- 1/2 oz Dry Vermouth
- 1 dash Orange Bitters
- Olive or a Twist
","1. Add all ingredients in a mixing glass.
2. Add big ice first and add smaller ice.
3. Stir for approximately 30 seconds.
4. Strain into a chilled cocktail glass, Nick and Nora or Coupe.
5. Garnish with olive.
6. Enjoy!
","Classic Dry Martini, dry vermouth, Gin, olive, orange bitters, Tradional Dry Martini",Can you make a cocktail similar to a Traditional Dry Martini that involves stirring the ingredients with big and small ice for approximately 30 seconds and garnishing with an olive?
50,Perfect Martini,https://www.theeducatedbarfly.com/perfect-martini/,"Like the Perfect Manhattan, this splitting the vermouths between Sweet and Dry also works wonders in a martini.","- 2 oz Gin
- 1/2 oz Sweet Vermouth
- 1/2 oz Dry Vermouth
- 1 dash Orange Bitters
- 1 olive
","1. Add all ingredients in a mixing glass.
2. Add big ice first and add smaller ice.
3. Stir for approximately 30 seconds.
4. Strain into a chilled cocktail glass, Nick and Nora or Coupe.
5. Garnish with a lemon twist.
6. Enjoy!
","dry vermouth, Gin, olive, orange bitters, Perfect Martini, sweet vermouth","Can you make a cocktail that highlights the flavors of both sweet and dry vermouth, with a touch of orange bitters and garnished with an olive?"
51,Vodka Martini,https://www.theeducatedbarfly.com/vodka-martini/,This cocktail was first known as a Kangaroo Cocktail when it was first introduced in the 1940s. Once Vodka became ubiquitous in our culture this was the preferred Martini. Many Vodka drinkers have since dialed down the Vermouth to larger and larger ratios doing all but omitting it from the recipe. I suspect the hatred of Vermouth has to do with people not refrigerating it as you’re supposed to.,"- 2 1/4 oz Vodka
- 3/4 oz Dry Vermouth
- 1 dash Orange Bitters
- Olive or Lemon Twist
","1. Add all ingredients in a mixing glass.
2. Add big ice first and add smaller ice.
3. Stir for approximately 30 seconds.
4. Strain into a chilled cocktail glass, Nick and Nora or Coupe.
5. Garnish with an olive.
6. Enjoy!
","dry vermouth, lemon twist, olive, orange bitters, Vodka, vodka martini","Could you please make me a vodka martini, stirred with big and small ice, and garnished with an olive?"
52,Dirty Martini,https://www.theeducatedbarfly.com/dirty-martini/,,"- 2 oz Vodka or Gin
- 1/2 oz Dry Vermouth
- 1/2 oz Olive Brine
- Olive
","1. Add all ingredients in a mixing glass.
2. Add big ice first and add smaller ice.
3. Stir for approximately 30 seconds.
4. Strain into a chilled cocktail glass, Nick and Nora or Coupe.
5. Garnish with an olive.
6. Enjoy!
","dry vermouth, Gin, olive, Olive Brine, Vodka","What technique should I use to recreate a cocktail with dry vermouth, gin or vodka, olive brine, and an olive garnish?"
53,Green Swizzle,https://www.theeducatedbarfly.com/green-swizzle/,The Green Swizzle was popular between the 1890s and 1930s at the Grand Hotels of the Caribbean.,"- 1/2  Overproof Rum
- 1  Velvet Falernum
- 1 1/2  White Rum Jamaican
- 1/2  Lime Juice
- 1 dash Creme De Menthe
- Angostura bitters couple dashes
- Mint Sprig
","1. Mix ingredients in tin.
2. Add pebble Ice and swizzle.
3. Garnish with mint sprig.
4. Enjoy!
","angostura, angostura bitters, creme de menthe, falernum, jamaican rum, lime juice, mint sprig, overproof rum, rum, velvet falernum, white rum","Excuse me, bartender. Can I please have a Green Swizzle?"
54,Florodora,https://www.theeducatedbarfly.com/florodora/,"The cocktail is named for the Floradora Sextet a dance revue show which opened at the Lyric Theater in London on November 11th, 1899. It was made up of six dancers who performed risqué dances popular at the time. It was very popular and ran for 445 shows. The show was then opened in NYC the following season and was even more popular than the London show. At the time the show turned into a bonafide worldwide phenomenon. And later many of the dancers would go on to perform with the Goldwyn Girls and Zigfield Girls.","- 2 oz Gin
- 1 oz Lime Juice
- 1/2 oz Raspberry Syrup
- Ginger Beer
- Raspberries  on a pick
","1. Add ingredients in a tin.
2. Top with Ginger Beer.
3. Garnish with Raspberries.
4. Double Strain on a collins glass.
5. Enjoy!
","Gin, ginger beer, lime juice, raspberries, Raspberry Syrup","Could you please make a cocktail that features the flavors of gin, ginger beer, lime juice, and raspberries, similar to the Florodora cocktail?"
